Região,UF,IBGE,Município,População,Domicílios com a TRIA aplicada,Domicílios em risco de insegurança alimentar,% Domicílios em risco de insegurança alimentar,Pessoas em domicílios em risco de insegurança alimentar,Domicílios em risco de insegurança alimentar com pessoas com deficiência ,% de domicílios em risco de insegurança alimentar com pessoas com deficiência ,Domicílios em risco de insegurança alimentar com pessoas em situação de rua,% de domicílios em risco de insegurança alimentar com pessoas em situação de rua,Domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,% de domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,Domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,% de domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,Domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,Domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,Competência
NORTE,RO,110015.0,OURO PRETO DO OESTE,38681.0,8816.0,97.0,1.1,308.0,15.0,15.5,1.0,1.0,0.0,0.0,47.0,48.5,40.0,47.6,44.0,52.4,61.0,72.6,14.0,16.7,6.0,7.1,3.0,3.6,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110018.0,PIMENTA BUENO,39053.0,6221.0,45.0,0.7,170.0,9.0,20.0,1.0,2.2,0.0,0.0,29.0,64.4,27.0,73.0,10.0,27.0,24.0,64.9,7.0,18.9,1.0,2.7,5.0,13.5,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110020.0,PORTO VELHO,514873.0,44327.0,5155.0,11.6,18556.0,738.0,14.3,25.0,0.5,166.0,3.2,2948.0,57.2,3382.0,76.5,1042.0,23.6,3136.0,70.9,536.0,12.1,425.0,9.6,317.0,7.2,11.0,0.2,nov/2023 a dez/2025
NORTE,RO,110025.0,PRESIDENTE MEDICI,20518.0,4657.0,11.0,0.2,31.0,1.0,9.1,0.0,0.0,0.0,0.0,3.0,27.3,4.0,66.7,2.0,33.3,5.0,83.3,1.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110026.0,RIO CRESPO,3753.0,1100.0,53.0,4.8,200.0,9.0,17.0,0.0,0.0,0.0,0.0,36.0,67.9,18.0,41.9,25.0,58.1,35.0,81.4,5.0,11.6,0.0,0.0,3.0,7.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110028.0,ROLIM DE MOURA,62559.0,21332.0,366.0,1.7,1214.0,68.0,18.6,0.0,0.0,5.0,1.4,186.0,50.8,227.0,71.8,89.0,28.2,199.0,63.0,81.0,25.6,10.0,3.2,26.0,8.2,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110029.0,SANTA LUZIA D'OESTE,7877.0,2048.0,12.0,0.6,56.0,0.0,0.0,0.0,0.0,2.0,16.7,8.0,66.7,4.0,66.7,2.0,33.3,4.0,66.7,1.0,16.7,0.0,0.0,1.0,16.7,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110030.0,VILHENA,108528.0,27859.0,282.0,1.0,1033.0,44.0,15.6,2.0,0.7,2.0,0.7,163.0,57.8,199.0,83.3,40.0,16.7,165.0,69.0,52.0,21.8,3.0,1.3,18.0,7.5,1.0,0.4,nov/2023 a dez/2025
NORTE,RO,110032.0,SAO MIGUEL DO GUAPORE,22267.0,1659.0,16.0,1.0,63.0,6.0,37.5,0.0,0.0,0.0,0.0,11.0,68.8,6.0,75.0,2.0,25.0,3.0,37.5,5.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110033.0,NOVA MAMORE,28496.0,4593.0,278.0,6.1,921.0,43.0,15.5,0.0,0.0,2.0,0.7,181.0,65.1,193.0,79.8,49.0,20.2,183.0,75.6,34.0,14.1,6.0,2.5,18.0,7.4,1.0,0.4,nov/2023 a dez/2025
NORTE,RO,110034.0,ALVORADA D'OESTE,13837.0,6200.0,10.0,0.2,27.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,1.0,20.0,4.0,80.0,2.0,40.0,2.0,40.0,0.0,0.0,1.0,20.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110037.0,ALTO ALEGRE DOS PARECIS,12263.0,2891.0,147.0,5.1,466.0,19.0,12.9,0.0,0.0,1.0,0.7,82.0,55.8,100.0,76.9,30.0,23.1,103.0,79.2,23.0,17.7,0.0,0.0,4.0,3.1,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110040.0,ALTO PARAISO,17463.0,4826.0,49.0,1.0,214.0,8.0,16.3,0.0,0.0,4.0,8.2,35.0,71.4,19.0,70.4,8.0,29.6,18.0,66.7,3.0,11.1,0.0,0.0,6.0,22.2,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110045.0,BURITIS,30729.0,14426.0,10.0,0.1,44.0,0.0,0.0,0.0,0.0,1.0,10.0,8.0,80.0,1.0,33.3,2.0,66.7,2.0,66.7,0.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110050.0,NOVO HORIZONTE DO OESTE,8056.0,3052.0,36.0,1.2,105.0,8.0,22.2,0.0,0.0,0.0,0.0,16.0,44.4,20.0,55.6,16.0,44.4,21.0,58.3,7.0,19.4,0.0,0.0,8.0,22.2,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110060.0,CACAULANDIA,4345.0,1398.0,35.0,2.5,126.0,9.0,25.7,0.0,0.0,1.0,2.9,22.0,62.9,27.0,87.1,4.0,12.9,19.0,61.3,4.0,12.9,0.0,0.0,8.0,25.8,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110070.0,CAMPO NOVO DE RONDONIA,9225.0,3535.0,4.0,0.1,16.0,1.0,25.0,0.0,0.0,1.0,25.0,2.0,50.0,1.0,50.0,1.0,50.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110080.0,CANDEIAS DO JAMARI,24163.0,5256.0,459.0,8.7,1696.0,77.0,16.8,0.0,0.0,7.0,1.5,275.0,59.9,276.0,70.0,118.0,29.9,274.0,69.5,78.0,19.8,8.0,2.0,33.0,8.4,1.0,0.2,nov/2023 a dez/2025
NORTE,RO,110090.0,CASTANHEIRAS,3456.0,1579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110092.0,CHUPINGUAIA,10129.0,2443.0,18.0,0.7,75.0,5.0,27.8,1.0,5.6,0.0,0.0,13.0,72.2,10.0,100.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110094.0,CUJUBIM,15883.0,2009.0,164.0,8.2,547.0,38.0,23.2,0.0,0.0,0.0,0.0,101.0,61.6,97.0,64.7,53.0,35.3,86.0,57.3,23.0,15.3,18.0,12.0,22.0,14.7,1.0,0.7,nov/2023 a dez/2025
NORTE,RO,110100.0,GOVERNADOR JORGE TEIXEIRA,8420.0,1796.0,5.0,0.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,2.0,100.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110110.0,ITAPUA DO OESTE,9209.0,422.0,64.0,15.2,230.0,7.0,10.9,0.0,0.0,6.0,9.4,35.0,54.7,40.0,80.0,10.0,20.0,39.0,78.0,6.0,12.0,0.0,0.0,5.0,10.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110120.0,MINISTRO ANDREAZZA,6657.0,755.0,10.0,1.3,37.0,2.0,20.0,0.0,0.0,0.0,0.0,7.0,70.0,5.0,62.5,3.0,37.5,3.0,37.5,5.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110130.0,MIRANTE DA SERRA,9740.0,2577.0,43.0,1.7,88.0,6.0,14.0,0.0,0.0,0.0,0.0,9.0,20.9,23.0,53.5,20.0,46.5,26.0,60.5,10.0,23.3,3.0,7.0,4.0,9.3,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110140.0,MONTE NEGRO,12241.0,6720.0,31.0,0.5,95.0,4.0,12.9,0.0,0.0,0.0,0.0,22.0,71.0,13.0,81.2,3.0,18.8,10.0,62.5,3.0,18.8,1.0,6.2,2.0,12.5,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110143.0,NOVA UNIAO,6577.0,1386.0,19.0,1.4,62.0,4.0,21.1,0.0,0.0,0.0,0.0,7.0,36.8,9.0,56.2,7.0,43.8,13.0,81.2,3.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110145.0,PARECIS,4390.0,1364.0,18.0,1.3,51.0,2.0,11.1,0.0,0.0,0.0,0.0,9.0,50.0,16.0,88.9,2.0,11.1,11.0,61.1,5.0,27.8,1.0,5.6,1.0,5.6,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110146.0,PIMENTEIRAS DO OESTE,2311.0,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110147.0,PRIMAVERA DE RONDONIA,3279.0,752.0,6.0,0.8,12.0,1.0,16.7,0.0,0.0,0.0,0.0,2.0,33.3,2.0,33.3,4.0,66.7,4.0,66.7,1.0,16.7,0.0,0.0,1.0,16.7,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110148.0,SAO FELIPE D'OESTE,5605.0,41.0,1.0,2.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110149.0,SAO FRANCISCO DO GUAPORE,17511.0,3155.0,32.0,1.0,90.0,4.0,12.5,0.0,0.0,0.0,0.0,18.0,56.2,8.0,44.4,10.0,55.6,13.0,72.2,4.0,22.2,1.0,5.6,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110150.0,SERINGUEIRAS,12954.0,4782.0,14.0,0.3,49.0,4.0,28.6,0.0,0.0,1.0,7.1,6.0,42.9,7.0,100.0,0.0,0.0,5.0,71.4,0.0,0.0,1.0,14.3,1.0,14.3,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110155.0,TEIXEIROPOLIS,4536.0,1516.0,9.0,0.6,30.0,1.0,11.1,0.0,0.0,0.0,0.0,5.0,55.6,5.0,62.5,3.0,37.5,3.0,37.5,4.0,50.0,0.0,0.0,1.0,12.5,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110160.0,THEOBROMA,8540.0,1705.0,122.0,7.2,356.0,4.0,3.3,0.0,0.0,1.0,0.8,61.0,50.0,79.0,74.5,27.0,25.5,50.0,47.2,47.0,44.3,0.0,0.0,9.0,8.5,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110170.0,URUPA,11377.0,2749.0,53.0,1.9,183.0,6.0,11.3,0.0,0.0,0.0,0.0,36.0,67.9,30.0,65.2,16.0,34.8,28.0,60.9,11.0,23.9,2.0,4.3,5.0,10.9,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110175.0,VALE DO ANARI,8265.0,1570.0,78.0,5.0,237.0,14.0,17.9,0.0,0.0,1.0,1.3,47.0,60.3,35.0,58.3,25.0,41.7,39.0,65.0,15.0,25.0,1.0,1.7,5.0,8.3,0.0,0.0,nov/2023 a dez/2025
NORTE,RO,110180.0,VALE DO PARAISO,6843.0,2369.0,23.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,56.5,13.0,61.9,8.0,38.1,12.0,57.1,7.0,33.3,0.0,0.0,2.0,9.5,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120001.0,ACRELANDIA,14657.0,3271.0,250.0,7.6,906.0,43.0,17.2,0.0,0.0,3.0,1.2,165.0,66.0,159.0,74.7,54.0,25.4,170.0,79.8,23.0,10.8,9.0,4.2,11.0,5.2,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120005.0,ASSIS BRASIL,8573.0,2458.0,232.0,9.4,1000.0,64.0,27.6,0.0,0.0,5.0,2.2,184.0,79.3,98.0,51.9,91.0,48.1,135.0,71.4,17.0,9.0,2.0,1.1,9.0,4.8,26.0,13.8,nov/2023 a dez/2025
NORTE,AC,120010.0,BRASILEIA,27841.0,7018.0,851.0,12.1,3005.0,86.0,10.1,0.0,0.0,118.0,13.9,530.0,62.3,462.0,66.5,233.0,33.5,528.0,76.0,128.0,18.4,9.0,1.3,17.0,2.5,14.0,2.0,nov/2023 a dez/2025
NORTE,AC,120013.0,BUJARI,13766.0,2648.0,384.0,14.5,1183.0,61.0,15.9,0.0,0.0,0.0,0.0,212.0,55.2,186.0,52.7,167.0,47.3,274.0,77.6,32.0,9.1,4.0,1.1,43.0,12.2,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120017.0,CAPIXABA,10922.0,3446.0,225.0,6.5,808.0,41.0,18.2,0.0,0.0,2.0,0.9,157.0,69.8,141.0,71.2,57.0,28.8,169.0,85.3,14.0,7.1,2.0,1.0,13.0,6.6,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120020.0,CRUZEIRO DO SUL,98382.0,18668.0,2539.0,13.6,10236.0,332.0,13.1,6.0,0.2,116.0,4.6,1801.0,70.9,1705.0,77.2,502.0,22.8,1940.0,87.9,167.0,7.6,19.0,0.9,80.0,3.6,1.0,0.1,nov/2023 a dez/2025
NORTE,AC,120025.0,EPITACIOLANDIA,19739.0,5602.0,425.0,7.6,1373.0,42.0,9.9,0.0,0.0,5.0,1.2,253.0,59.5,244.0,65.8,127.0,34.2,353.0,95.2,15.0,4.0,0.0,0.0,4.0,1.1,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120030.0,FEIJO,37644.0,4394.0,753.0,17.1,2811.0,131.0,17.4,0.0,0.0,9.0,1.2,495.0,65.7,528.0,76.4,163.0,23.6,517.0,74.8,94.0,13.6,7.0,1.0,52.0,7.5,21.0,3.0,nov/2023 a dez/2025
NORTE,AC,120032.0,JORDAO,9787.0,830.0,286.0,34.5,1422.0,32.0,11.2,0.0,0.0,40.0,14.0,222.0,77.6,102.0,43.2,134.0,56.8,198.0,83.9,3.0,1.3,6.0,2.5,4.0,1.7,25.0,10.6,nov/2023 a dez/2025
NORTE,AC,120033.0,MANCIO LIMA,20329.0,2632.0,539.0,20.5,1976.0,73.0,13.5,0.0,0.0,4.0,0.7,351.0,65.1,288.0,61.0,184.0,39.0,410.0,86.9,32.0,6.8,11.0,2.3,13.0,2.8,6.0,1.3,nov/2023 a dez/2025
NORTE,AC,120034.0,MANOEL URBANO,12776.0,1964.0,211.0,10.7,944.0,48.0,22.7,0.0,0.0,7.0,3.3,148.0,70.1,146.0,78.5,40.0,21.5,153.0,82.3,15.0,8.1,6.0,3.2,3.0,1.6,9.0,4.8,nov/2023 a dez/2025
NORTE,AC,120035.0,MARECHAL THAUMATURGO,17951.0,3327.0,800.0,24.0,3193.0,83.0,10.4,0.0,0.0,39.0,4.9,624.0,78.0,431.0,62.2,262.0,37.8,562.0,81.1,86.0,12.4,4.0,0.6,26.0,3.8,15.0,2.2,nov/2023 a dez/2025
NORTE,AC,120038.0,PLACIDO DE CASTRO,17127.0,4774.0,579.0,12.1,2200.0,86.0,14.9,0.0,0.0,8.0,1.4,392.0,67.7,366.0,76.7,111.0,23.3,397.0,83.2,46.0,9.6,1.0,0.2,33.0,6.9,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120039.0,PORTO WALTER,11275.0,1633.0,289.0,17.7,1208.0,42.0,14.5,0.0,0.0,5.0,1.7,218.0,75.4,149.0,61.6,93.0,38.4,191.0,78.9,42.0,17.4,0.0,0.0,6.0,2.5,3.0,1.2,nov/2023 a dez/2025
NORTE,AC,120040.0,RIO BRANCO,387852.0,51478.0,4302.0,8.4,14623.0,818.0,19.0,8.0,0.2,91.0,2.1,2633.0,61.2,1755.0,71.7,693.0,28.3,1823.0,74.5,248.0,10.1,248.0,10.1,113.0,4.6,10.0,0.4,nov/2023 a dez/2025
NORTE,AC,120042.0,RODRIGUES ALVES,15537.0,1418.0,89.0,6.3,359.0,10.0,11.2,0.0,0.0,2.0,2.2,68.0,76.4,53.0,72.6,20.0,27.4,53.0,72.6,13.0,17.8,1.0,1.4,6.0,8.2,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120043.0,SANTA ROSA DO PURUS,7143.0,354.0,49.0,13.8,316.0,6.0,12.2,0.0,0.0,31.0,63.3,44.0,89.8,26.0,65.0,14.0,35.0,19.0,47.5,2.0,5.0,0.0,0.0,0.0,0.0,19.0,47.5,nov/2023 a dez/2025
NORTE,AC,120045.0,SENADOR GUIOMARD,22352.0,4811.0,154.0,3.2,551.0,18.0,11.7,1.0,0.6,3.0,1.9,105.0,68.2,83.0,62.4,50.0,37.6,101.0,75.9,18.0,13.5,1.0,0.8,13.0,9.8,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120050.0,SENA MADUREIRA,43916.0,5211.0,207.0,4.0,714.0,24.0,11.6,0.0,0.0,4.0,1.9,152.0,73.4,107.0,59.8,72.0,40.2,160.0,89.4,11.0,6.2,1.0,0.6,5.0,2.8,2.0,1.1,nov/2023 a dez/2025
NORTE,AC,120060.0,TARAUACA,46517.0,7840.0,3278.0,41.8,13216.0,553.0,16.9,3.0,0.1,35.0,1.1,2425.0,74.0,1970.0,67.1,965.0,32.9,2440.0,83.1,269.0,9.2,48.0,1.6,144.0,4.9,34.0,1.2,nov/2023 a dez/2025
NORTE,AC,120070.0,XAPURI,19090.0,3286.0,244.0,7.4,929.0,53.0,21.7,0.0,0.0,106.0,43.4,169.0,69.3,121.0,57.6,89.0,42.4,170.0,81.0,21.0,10.0,3.0,1.4,16.0,7.6,0.0,0.0,nov/2023 a dez/2025
NORTE,AC,120080.0,PORTO ACRE,17455.0,4018.0,828.0,20.6,3202.0,161.0,19.4,0.0,0.0,16.0,1.9,601.0,72.6,443.0,61.0,283.0,39.0,629.0,86.6,64.0,8.8,10.0,1.4,20.0,2.8,3.0,0.4,nov/2023 a dez/2025
NORTE,AM,130002.0,ALVARAES,16670.0,2991.0,2276.0,76.1,9035.0,116.0,5.1,9.0,0.4,41.0,1.8,1475.0,64.8,1331.0,71.2,538.0,28.8,1679.0,89.8,38.0,2.0,63.0,3.4,18.0,1.0,71.0,3.8,nov/2023 a dez/2025
NORTE,AM,130006.0,AMATURA,11411.0,1336.0,571.0,42.7,1952.0,54.0,9.5,3.0,0.5,213.0,37.3,351.0,61.5,160.0,33.5,317.0,66.5,332.0,69.6,2.0,0.4,2.0,0.4,1.0,0.2,140.0,29.4,nov/2023 a dez/2025
NORTE,AM,130008.0,ANAMA,10318.0,2754.0,645.0,23.4,2405.0,67.0,10.4,1.0,0.2,386.0,59.8,422.0,65.4,411.0,66.2,210.0,33.8,531.0,85.5,8.0,1.3,0.0,0.0,10.0,1.6,72.0,11.6,nov/2023 a dez/2025
NORTE,AM,130010.0,ANORI,17932.0,2945.0,157.0,5.3,671.0,41.0,26.1,0.0,0.0,5.0,3.2,105.0,66.9,84.0,60.0,56.0,40.0,130.0,92.9,5.0,3.6,0.0,0.0,5.0,3.6,0.0,0.0,nov/2023 a dez/2025
NORTE,AM,130014.0,APUI,21735.0,4821.0,942.0,19.5,3396.0,92.0,9.8,0.0,0.0,20.0,2.1,579.0,61.5,579.0,73.5,209.0,26.5,576.0,73.1,153.0,19.4,9.0,1.1,45.0,5.7,5.0,0.6,nov/2023 a dez/2025
NORTE,AM,130020.0,ATALAIA DO NORTE,15892.0,2033.0,121.0,6.0,624.0,19.0,15.7,0.0,0.0,17.0,14.0,100.0,82.6,59.0,62.1,36.0,37.9,62.0,65.3,2.0,2.1,0.0,0.0,1.0,1.1,30.0,31.6,nov/2023 a dez/2025
NORTE,AM,130030.0,AUTAZES,45328.0,6396.0,947.0,14.8,3367.0,80.0,8.4,1.0,0.1,240.0,25.3,603.0,63.7,478.0,55.7,380.0,44.3,569.0,66.3,43.0,5.0,10.0,1.2,19.0,2.2,217.0,25.3,nov/2023 a dez/2025
NORTE,AM,130040.0,BARCELOS,18626.0,3822.0,1284.0,33.6,4327.0,139.0,10.8,7.0,0.5,181.0,14.1,792.0,61.7,670.0,56.0,527.0,44.0,692.0,57.8,23.0,1.9,3.0,0.2,13.0,1.1,466.0,38.9,nov/2023 a dez/2025
NORTE,AM,130050.0,BARREIRINHA,33436.0,5865.0,1659.0,28.3,6496.0,232.0,14.0,2.0,0.1,634.0,38.2,1119.0,67.5,971.0,64.8,527.0,35.2,1086.0,72.5,39.0,2.6,4.0,0.3,177.0,11.8,192.0,12.8,nov/2023 a dez/2025
NORTE,AM,130060.0,BENJAMIN CONSTANT,40509.0,4214.0,450.0,10.7,1871.0,52.0,11.6,1.0,0.2,10.0,2.2,325.0,72.2,274.0,76.5,84.0,23.5,333.0,93.0,8.0,2.2,0.0,0.0,0.0,0.0,17.0,4.8,nov/2023 a dez/2025
NORTE,AM,130063.0,BERURI,22136.0,4655.0,2001.0,43.0,8418.0,165.0,8.2,4.0,0.2,212.0,10.6,1446.0,72.3,984.0,53.1,869.0,46.9,1787.0,96.4,13.0,0.7,4.0,0.2,10.0,0.5,40.0,2.2,nov/2023 a dez/2025
NORTE,AM,130068.0,BOA VISTA DO RAMOS,25769.0,2542.0,517.0,20.3,2036.0,52.0,10.1,0.0,0.0,426.0,82.4,358.0,69.2,247.0,53.8,212.0,46.2,453.0,98.7,0.0,0.0,4.0,0.9,0.0,0.0,2.0,0.4,nov/2023 a dez/2025
NORTE,AM,130070.0,BOCA DO ACRE,38246.0,4767.0,217.0,4.6,824.0,34.0,15.7,2.0,0.9,8.0,3.7,142.0,65.4,85.0,47.0,96.0,53.0,160.0,88.4,14.0,7.7,0.0,0.0,6.0,3.3,1.0,0.6,nov/2023 a dez/2025
NORTE,AM,130080.0,BORBA,34879.0,5468.0,902.0,16.5,3724.0,83.0,9.2,2.0,0.2,91.0,10.1,582.0,64.5,512.0,68.1,240.0,31.9,712.0,94.7,11.0,1.5,11.0,1.5,7.0,0.9,11.0,1.5,nov/2023 a dez/2025
